time_s,step_id,self_bias_V,plasma_potential_V,total_absorbed_power_W,electron_density_m3,mean_electron_energy_eV,port_source_rf_absorbed_power_W,port_source_rf_frequency_Hz,port_source_rf_delivered_power_W,port_source_rf_coupling_efficiency,port_source_rf_voltage_rms_V,port_source_rf_current_rms_A,port_source_rf_effective_impedance_ohm,port_source_rf_self_bias_V,port_source_rf_reduced_field_Td,port_source_rf_waveform_multiplier,port_wafer_bias_absorbed_power_W,port_wafer_bias_frequency_Hz,port_wafer_bias_delivered_power_W,port_wafer_bias_coupling_efficiency,port_wafer_bias_voltage_rms_V,port_wafer_bias_current_rms_A,port_wafer_bias_effective_impedance_ohm,port_wafer_bias_self_bias_V,port_wafer_bias_reduced_field_Td,port_wafer_bias_waveform_multiplier,ne_source_m3,mean_energy_source_eV,pabs_source_W,Tg_source_K,pressure_source_Pa,total_density_source_m3,electronegativity_source,residence_time_source_s,debye_length_source_m,EoverN_source_Td,ion_loss_family_source,ion_loss_area_source_m2,ion_loss_h_factor_source,ion_loss_characteristic_length_source_m,ambipolar_loss_rate_source_s,warning_high_electronegativity_source,warning_ion_ion_afterglow_source,warning_pressure_deviation_source,warning_debye_ratio_source,ne_process_m3,mean_energy_process_eV,pabs_process_W,Tg_process_K,pressure_process_Pa,total_density_process_m3,electronegativity_process,residence_time_process_s,debye_length_process_m,EoverN_process_Td,ion_loss_family_process,ion_loss_area_process_m2,ion_loss_h_factor_process,ion_loss_characteristic_length_process_m,ambipolar_loss_rate_process_s,warning_high_electronegativity_process,warning_ion_ion_afterglow_process,warning_pressure_deviation_process,warning_debye_ratio_process,site_fill_wafer,occupied_site_fraction_wafer,free_site_fraction_wafer,warning_site_overfill_wafer,warning_site_depletion_wafer,radical_incident_flux_wafer_m2_s,halogen_atom_flux_wafer_m2_s,carbon_atom_flux_wafer_m2_s,oxygen_atom_flux_wafer_m2_s,radical_to_ion_flux_ratio_wafer,halogen_to_C_radical_flux_ratio_wafer,F_to_C_radical_flux_ratio_wafer,etch_deposition_balance_wafer,net_total_flux_wafer_m2_s,site_fill_grounded_wall,occupied_site_fraction_grounded_wall,free_site_fraction_grounded_wall,warning_site_overfill_grounded_wall,warning_site_depletion_grounded_wall,radical_incident_flux_grounded_wall_m2_s,halogen_atom_flux_grounded_wall_m2_s,carbon_atom_flux_grounded_wall_m2_s,oxygen_atom_flux_grounded_wall_m2_s,radical_to_ion_flux_ratio_grounded_wall,halogen_to_C_radical_flux_ratio_grounded_wall,F_to_C_radical_flux_ratio_grounded_wall,etch_deposition_balance_grounded_wall,net_total_flux_grounded_wall_m2_s,site_fill_source_wall,occupied_site_fraction_source_wall,free_site_fraction_source_wall,warning_site_overfill_source_wall,warning_site_depletion_source_wall,radical_incident_flux_source_wall_m2_s,halogen_atom_flux_source_wall_m2_s,carbon_atom_flux_source_wall_m2_s,oxygen_atom_flux_source_wall_m2_s,radical_to_ion_flux_ratio_source_wall,halogen_to_C_radical_flux_ratio_source_wall,F_to_C_radical_flux_ratio_source_wall,etch_deposition_balance_source_wall,net_total_flux_source_wall_m2_s,film_wafer_m,film_grounded_wall_m,film_source_wall_m
0.00014285714285714287,ignition,-21.213203435596427,2.121320343559643,276.875,5.687390228820227e+16,1.6747869209281836,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,2.2577287380194726e+17,1.674977864097156,275.0,350.0,7.997061190569393,1.654927954807463e+21,0.0,0.33333333333333337,2.0248265349173935e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,574245116953951.8,1.6497628869288914,1.875,340.0,7.999961663345874,1.7042201899136424e+21,0.0,1.0,0.00039845683169602487,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015714285714285716,ignition,-21.213203435596427,2.121320343559643,276.875,5.7449529356400664e+16,1.6728791880099574,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,2.2805091919866106e+17,1.6730741311418327,275.0,350.0,7.99668166432465,1.654849414881728e+21,0.0,0.33333333333333337,2.013542712976821e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,582399408980525.4,1.6474344733061126,1.875,340.0,7.999957597454461,1.7042193237627122e+21,0.0,1.0,0.0003953782547612277,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00017142857142857145,ignition,-21.213203435596427,2.121320343559643,276.875,5.786817530006311e+16,1.6715180211627885,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,2.29707072715023e+17,1.67171629383712,275.0,350.0,7.996299349734709,1.6547702979302195e+21,0.0,0.33333333333333337,2.005456619546176e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,588542828409818.9,1.6457228802251147,1.875,340.0,7.9999535174980565,1.7042184546155375e+21,0.0,1.0,0.0003931049256423005,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00018571428571428574,ignition,-21.213203435596427,2.121320343559643,276.875,5.817265833252985e+16,1.6705427983222787,275.0,13560000.0,500.0,0.55,158.11388300841898,3.1622776601683795,50.0,0.0,41.583123951777,1.0,1.875,2000000.0,12.5,0.15,50.0,0.25,200.0,-21.213203435596427,0.0,1.0,2.3091112135966592e+17,1.6707438282567535,275.0,350.0,7.995915012340894,1.6546907623756018e+21,0.0,0.33333333333333337,1.9996393556170515e-05,41.583123951777,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,593170656817836.2,1.644456967843313,1.875,340.0,7.99994942562331,1.7042175829294155e+21,0.0,1.0,0.0003914178212751914,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0002,production,-59.39696961966999,5.939696961967,989.4,5.839411556588629e+16,1.6698423317489752,975.0,13560000.0,1500.0,0.65,273.8612787525831,5.477225575051661,50.0,0.0,49.97999199359359,1.0,14.4,2000000.0,72.0,0.2,120.0,0.6,200.0,-59.396969619669996,0.0,1.0,2.3178649321586147e+17,1.6700456330286877,975.0,350.0,7.995529208655016,1.6546109233835506e+21,0.0,0.33333333333333337,1.9954427613062193e-05,49.97999199359359,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,596656349227878.4,1.6435164627336325,14.4,340.0,7.999945323448905,1.7042167090491724e+21,0.0,1.0,0.0003901611872916216,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0002131578947368421,production,-59.39696961966999,5.939696961967,989.4,9.980671249316706e+16,1.7911398144245974,975.0,13560000.0,1500.0,0.65,273.8612787525831,5.477225575051661,50.0,0.0,49.97999199359359,1.0,14.4,2000000.0,72.0,0.2,120.0,0.6,200.0,-59.396969619669996,0.0,1.0,3.9443370309330336e+17,1.7908264128283142,975.0,350.0,7.995033631809282,1.6545083677126337e+21,0.0,0.33333333333333337,1.5840135969380914e-05,49.97999199359359,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,1597715626454970.2,1.8169300009739786,14.4,340.0,7.999940811915945,1.704215747963872e+21,0.0,1.0,0.00025069087412260446,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00022631578947368422,production,-59.39696961966999,5.939696961967,989.4,1.2970922570619334e+17,1.7419940897718842,975.0,13560000.0,1500.0,0.65,273.8612787525831,5.477225575051661,50.0,0.0,49.97999199359359,1.0,14.4,2000000.0,72.0,0.2,120.0,0.6,200.0,-59.396969619669996,0.0,1.0,5.1184266523617715e+17,1.7418795035077845,975.0,350.0,7.994345541852046,1.6543659729905585e+21,0.0,0.33333333333333337,1.3713868489355603e-05,49.97999199359359,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,2331412529532055.0,1.7503795839838647,14.4,340.0,7.999935252497862,1.704214563649129e+21,0.0,1.0,0.00020369282180013722,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00023947368421052632,production,-59.39696961966999,5.939696961967,989.4,1.5144983541953536e+17,1.7172890410593638,975.0,13560000.0,1500.0,0.65,273.8612787525831,5.477225575051661,50.0,0.0,49.97999199359359,1.0,14.4,2000000.0,72.0,0.2,120.0,0.6,200.0,-59.396969619669996,0.0,1.0,5.971581120308896e+17,1.717308427070911,975.0,350.0,7.993520621530747,1.6541952623172654e+21,0.0,0.33333333333333337,1.2606619660892073e-05,49.97999199359359,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,2880409882417258.5,1.7159493574115732,14.4,340.0,7.999928931142232,1.7042132170199393e+21,0.0,1.0,0.00018144468670221853,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0002526315789473684,production,-59.39696961966999,5.939696961967,989.4,1.6725703144656074e+17,1.7033637408637594,975.0,13560000.0,1500.0,0.65,273.8612787525831,5.477225575051661,50.0,0.0,49.97999199359359,1.0,14.4,2000000.0,72.0,0.2,120.0,0.6,200.0,-59.396969619669996,0.0,1.0,6.591519422005135e+17,1.7034491187004275,975.0,350.0,7.992596350023212,1.6540039917093257e+21,0.0,0.33333333333333337,1.195063502061652e-05,49.97999199359359,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,3292061195243124.0,1.6976654904847464,14.4,340.0,7.9999220365234365,1.7042117482693318e+21,0.0,1.0,0.00016881509541508567,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00026578947368421056,production,-59.39696961966999,5.939696961967,989.4,1.7875094899382685e+17,1.6947895215920492,975.0,13560000.0,1500.0,0.65,273.8612787525831,5.477225575051661,50.0,0.0,49.97999199359359,1.0,14.4,2000000.0,72.0,0.2,120.0,0.6,200.0,-59.396969619669996,0.0,1.0,7.042016362586035e+17,1.694913635902053,975.0,350.0,7.9915999060935645,1.653797785594945e+21,0.0,0.33333333333333337,1.153305704092504e-05,49.97999199359359,bohm,0.18,1.0,0.05555555555555556,0.0,0,0,0,0,3600719905567981.5,1.6866984081036456,14.4,340.0,7.999914708289484,1.7042101871463186e+21,0.0,1.0,0.00016089524736708288,0.0,bohm,0.4814,1.0,0.06231823847112588,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
