time_s,step_id,self_bias_V,plasma_potential_V,total_absorbed_power_W,electron_density_m3,mean_electron_energy_eV,ne_plasma_m3,mean_energy_plasma_eV,pabs_plasma_W,Tg_plasma_K,pressure_plasma_Pa,total_density_plasma_m3,electronegativity_plasma,residence_time_plasma_s,debye_length_plasma_m,EoverN_plasma_Td,ion_loss_family_plasma,ion_loss_area_plasma_m2,ion_loss_h_factor_plasma,ion_loss_characteristic_length_plasma_m,ambipolar_loss_rate_plasma_s,warning_high_electronegativity_plasma,warning_ion_ion_afterglow_plasma,warning_pressure_deviation_plasma,warning_debye_ratio_plasma
3.768844221105528e-08,transient,-0.0,0.0,0.0,7752428.805501704,0.38697549829428624,7752428.805501704,0.38697549829428624,0.0,300.0,103548.675,2.5e+25,0.0,inf,1.660894354322013,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.1457286432160806e-08,transient,-0.0,0.0,0.0,9514403.329762002,0.31531141743967284,9514403.329762002,0.31531141743967284,0.0,300.0,103548.675,2.5e+25,0.0,inf,1.3533129497531204,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.522613065326633e-08,transient,-0.0,0.0,0.0,11676839.99459598,0.25691882404729316,11676839.99459598,0.25691882404729316,0.0,300.0,103548.675,2.5e+25,0.0,inf,1.1026926155792236,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.8994974874371863e-08,transient,-0.0,0.0,0.0,14330755.95841147,0.20933996843614822,14330755.95841147,0.20933996843614822,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.8984847186504178,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.276381909547739e-08,transient,-0.0,0.0,0.0,17587854.79706147,0.1705722519668079,17587854.79706147,0.1705722519668079,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.732094128812822,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.653266331658292e-08,transient,-0.0,0.0,0.0,21585228.112674657,0.13898393773464113,21585228.112674657,0.13898393773464113,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.596517450180685,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.030150753768845e-08,transient,-0.0,0.0,0.0,26491125.74186214,0.1132454705486261,26491125.74186214,0.1132454705486261,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.48604824728131907,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.407035175879397e-08,transient,-0.0,0.0,0.0,32512037.35595831,0.09227351602590989,32512037.35595831,0.09227351602590989,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.39603686149743605,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.78391959798995e-08,transient,-0.0,0.0,0.0,39901383.69843426,0.07518536255968788,39901383.69843426,0.07518536255968788,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.3226947048416865,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
7.160804020100504e-08,transient,-0.0,0.0,0.0,48970183.06132917,0.061261768130269526,48970183.06132917,0.061261768130269526,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.26293479890029314,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
7.537688442211056e-08,transient,-0.0,0.0,0.0,60100142.10697881,0.04991668729601292,60100142.10697881,0.04991668729601292,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.21424184342895217,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
7.914572864321609e-08,transient,-0.0,0.0,0.0,73759721.82351731,0.04067260458462697,73759721.82351731,0.04067260458462697,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.17456634755414432,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
8.291457286432161e-08,transient,-0.0,0.0,0.0,90523855.20668001,0.03314043566914527,90523855.20668001,0.03314043566914527,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.14223836585332453,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
8.668341708542714e-08,transient,-0.0,0.0,0.0,111098146.22865544,0.027003150834088472,111098146.22865544,0.027003150834088472,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.11589721046146531,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
9.045226130653266e-08,transient,-0.0,0.0,0.0,136348568.80917084,0.02200243116741992,136348568.80917084,0.02200243116741992,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.09443417960156167,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
9.42211055276382e-08,transient,-0.0,0.0,0.0,167337915.60802302,0.017927795915823906,167337915.60802302,0.017927795915823906,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.07694589231947975,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
9.798994974874373e-08,transient,-0.0,0.0,0.0,205370531.09076354,0.014607743302149565,205370531.09076354,0.014607743302149565,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.06269626497508834,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.0175879396984925e-07,transient,-0.0,0.0,0.0,252047211.6678142,0.011902531990529822,252047211.6678142,0.011902531990529822,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.051085529374199204,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.0552763819095478e-07,transient,-0.0,0.0,0.0,309332583.30253744,0.009698299377230175,309332583.30253744,0.009698299377230175,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.04162498854104874,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.092964824120603e-07,transient,-0.0,0.0,0.0,379637792.91121614,0.007902269099698392,379637792.91121614,0.007902269099698392,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.03391644740267564,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.1306532663316584e-07,transient,-0.0,0.0,0.0,465921993.0857465,0.006438846082648628,465921993.0857465,0.006438846082648628,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.02763545277196538,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.1683417085427137e-07,transient,-0.0,0.0,0.0,571816894.0319011,0.005246434708927353,571816894.0319011,0.005246434708927353,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.022517636973878548,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.206030150753769e-07,transient,-0.0,0.0,0.0,701779622.2257196,0.004274846269382105,701779622.2257196,0.004274846269382105,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.018347590650330564,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.2437185929648243e-07,transient,-0.0,0.0,0.0,861280321.7608359,0.003483186512222502,861280321.7608359,0.003483186512222502,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.014949796146528681,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.2814070351758794e-07,transient,-0.0,0.0,0.0,1057032391.5535786,0.0028381344072065146,1057032391.5535786,0.0028381344072065146,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.012181239986805526,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.3190954773869348e-07,transient,-0.0,0.0,0.0,1297275054.6621704,0.002312539649335387,1297275054.6621704,0.002312539649335387,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.009925393376730134,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.35678391959799e-07,transient,-0.0,0.0,0.0,1592120147.6758285,0.001884279904616112,1592120147.6758285,0.001884279904616112,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.008087307515162985,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.3944723618090453e-07,transient,-0.0,0.0,0.0,1953977729.397122,0.0015353296789752137,1953977729.397122,0.0015353296789752137,0.0,300.0,103548.675,2.5e+25,0.0,inf,0.006589617190424102,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.4321608040201007e-07,transient,-0.0,0.0,0.0,2398078419.3599615,0.0012510016252098583,2398078419.3599615,0.0012510016252098583,0.0,300.0,103548.67500000003,2.5000000000000005e+25,0.0,inf,0.005369284478519129,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.4698492462311558e-07,transient,-0.0,0.0,0.0,2943114456.624489,0.001019328349003713,2943114456.624489,0.001019328349003713,0.0,300.0,103548.67500000003,2.5000000000000005e+25,0.0,inf,0.004374945461723159,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.5075376884422112e-07,transient,-0.0,0.0,0.0,3612026459.929603,0.0008305586997439849,3612026459.929603,0.0008305586997439849,0.0,300.0,103548.67500000003,2.5000000000000005e+25,0.0,inf,0.003911503350017279,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.5452261306532663e-07,transient,-0.0,0.0,0.0,4432968999.735017,0.0006767473447658504,4432968999.735017,0.0006767473447658504,0.0,300.0,103548.67500000003,2.5000000000000005e+25,0.0,inf,0.0035307894557797368,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.5829145728643217e-07,transient,-0.0,0.0,0.0,5440495627.843485,0.0005514203493973115,5440495627.843485,0.0005514203493973115,0.0,300.0,103548.67500000003,2.5000000000000005e+25,0.0,inf,0.0031871311519460358,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.620603015075377e-07,transient,-0.0,0.0,0.0,6677013230.716193,0.00044930268914237457,6677013230.716193,0.00044930268914237457,0.0,300.0,103548.67500000005,2.500000000000001e+25,0.0,inf,0.002876921750595762,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.6582914572864322e-07,transient,-0.0,0.0,0.0,8194566951.983974,0.00036609622175015296,8194566951.983974,0.00036609622175015296,0.0,300.0,103548.67500000005,2.500000000000001e+25,0.0,inf,0.002596905607356629,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.6959798994974876e-07,transient,-0.0,0.0,0.0,10057030772.323706,0.0002982987790248992,10057030772.323706,0.0002982987790248992,0.0,300.0,103548.67500000005,2.500000000000001e+25,0.0,inf,0.002344143956027069,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.7336683417085427e-07,transient,-0.0,0.0,0.0,12342795978.20804,0.0002430567600158573,12342795978.20804,0.0002430567600158573,0.0,300.0,103548.67500000006,2.5000000000000014e+25,0.0,inf,0.0021159840655394628,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.771356783919598e-07,transient,-0.0,0.0,0.0,15148070633.90132,0.00019804502319166725,15148070633.90132,0.00019804502319166725,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,0.0019100314018201162,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.8090452261306533e-07,transient,-0.0,0.0,0.0,18590929013.802864,0.00016136902022339205,18590929013.802864,0.00016136902022339205,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,0.0017241244940760004,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.8467336683417086e-07,transient,-0.0,0.0,0.0,22816281354.649017,0.00013148505461380646,22816281354.649017,0.00013148505461380646,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,0.0015563122514019193,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.884422110552764e-07,transient,-0.0,0.0,0.0,28001973149.172447,0.00010713530735917659,28001973149.172447,0.00010713530735917659,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,0.0014048334860398185,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.9221105527638191e-07,transient,-0.0,0.0,0.0,34366270648.44098,8.729489535507964e-05,34366270648.44098,8.729489535507964e-05,0.0,300.0,103548.67500000016,2.5000000000000036e+25,0.0,inf,0.0012680984306001999,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.9597989949748745e-07,transient,-0.0,0.0,0.0,42177047720.73456,7.112873380478874e-05,42177047720.73456,7.112873380478874e-05,0.0,300.0,103548.67500000016,2.5000000000000036e+25,0.0,inf,0.00114467205260067,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
1.9974874371859297e-07,transient,-0.0,0.0,0.0,51763060713.96492,5.795638740486309e-05,51763060713.96492,5.795638740486309e-05,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,0.0010332589935573983,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.035175879396985e-07,transient,-0.0,0.0,0.0,63527785832.00753,4.722343082967161e-05,63527785832.00753,4.722343082967161e-05,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,0.0009326899746625528,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.0728643216080404e-07,transient,-0.0,0.0,0.0,77966401494.77885,3.847811291125063e-05,77966401494.77885,3.847811291125063e-05,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,0.0008419095251991924,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.1105527638190956e-07,transient,-0.0,0.0,0.0,95686630326.38571,3.135234243035881e-05,95686630326.38571,3.135234243035881e-05,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,0.0007599649059081611,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.148241206030151e-07,transient,-0.0,0.0,0.0,117434318428.63371,2.554619501473189e-05,117434318428.63371,2.554619501473189e-05,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,0.0006859961088822231,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.185929648241206e-07,transient,-0.0,0.0,0.0,144124828039.8436,2.081528936270886e-05,144124828039.8436,2.081528936270886e-05,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,0.0006192268324488184,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.2236180904522614e-07,transient,-0.0,0.0,0.0,176881565313.61942,1.6960501195706052e-05,176881565313.61942,1.6960501195706052e-05,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,0.0005589563337006359,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.2613065326633168e-07,transient,-0.0,0.0,0.0,217083264221.77203,1.3819582134784942e-05,217083264221.77203,1.3819582134784942e-05,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,0.0005045520748121918,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.298994974874372e-07,transient,-0.0,0.0,0.0,266422017974.05743,1.1260330594343451e-05,266422017974.05743,1.1260330594343451e-05,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,0.0004554430837165085,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.3366834170854273e-07,transient,-0.0,0.0,0.0,326974499278.9287,9.175027430627922e-06,326974499278.9287,9.175027430627922e-06,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,0.000411113962105428,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.3743718592964825e-07,transient,-0.0,0.0,0.0,401289367797.5904,7.475902031656105e-06,401289367797.5904,7.475902031656105e-06,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,0.00037109947630224684,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.412060301507538e-07,transient,-0.0,0.0,0.0,492494542960.4793,6.091438053234912e-06,492494542960.4793,6.091438053234912e-06,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,0.00033497967488162325,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.449748743718593e-07,transient,-0.0,0.0,0.0,604428858561.2552,4.963363276765132e-06,604428858561.2552,4.963363276765132e-06,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,0.0003023754810295483,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.4874371859296486e-07,transient,-0.0,0.0,0.0,741803639889.133,4.044196925817684e-06,741803639889.133,4.044196925817684e-06,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,0.00027294471408967965,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.5251256281407035e-07,transient,-0.0,0.0,0.0,910401003636.2938,3.295251200314475e-06,910401003636.2938,3.295251200314475e-06,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,0.00024637849849026204,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.562814070351759e-07,transient,-0.0,0.0,0.0,1117317227597.636,2.6850029032939507e-06,1117317227597.636,2.6850029032939507e-06,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,0.00022239802210601302,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.600502512562814e-07,transient,-0.0,0.0,0.0,1371261431874.6755,2.1877666287883904e-06,1371261431874.6755,2.1877666287883904e-06,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,0.00020075161024330117,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.6381909547738696e-07,transient,-0.0,0.0,0.0,1682922148499.5083,1.7826136536825529e-06,1682922148499.5083,1.7826136536825529e-06,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,0.0001812120840405188,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.675879396984925e-07,transient,-0.0,0.0,0.0,2065417201141.0667,1.4524910504001862e-06,2065417201141.0667,1.4524910504001862e-06,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,0.00016357437639559938,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.71356783919598e-07,transient,-0.0,0.0,0.0,2534845836048.0063,1.1835039264861963e-06,2534845836048.0063,1.1835039264861963e-06,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,0.00014765337973776126,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.7512562814070353e-07,transient,-0.0,0.0,0.0,3110966334114.94,9.643305898562513e-07,3110966334114.94,9.643305898562513e-07,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,0.0001332820034889298,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.7889447236180907e-07,transient,-0.0,0.0,0.0,3818027642402.978,7.857460136438064e-07,3818027642402.978,7.857460136438064e-07,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,0.00012030942021992544,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.826633165829146e-07,transient,-0.0,0.0,0.0,4685790009923.748,6.402335558457557e-07,4685790009923.748,6.402335558457557e-07,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,0.00010859948281575458,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.8643216080402014e-07,transient,-0.0,0.0,0.0,5750777596383.762,5.216685830254465e-07,5750777596383.762,5.216685830254465e-07,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,9.802929560291723e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.9020100502512563e-07,transient,-0.0,0.0,0.0,7057815762943.924,4.2506068460317165e-07,7057815762943.924,4.2506068460317165e-07,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,8.848792462801639e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.9396984924623117e-07,transient,-0.0,0.0,0.0,8661917768701.292,3.4634362506188966e-07,8661917768701.292,3.4634362506188966e-07,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,7.987523333357565e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
2.977386934673367e-07,transient,-0.0,0.0,0.0,10630600271431.88,2.822041957557226e-07,10630600271431.88,2.822041957557226e-07,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,7.210083161923678e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.0150753768844224e-07,transient,-0.0,0.0,0.0,13046725083871.584,2.2994276193560733e-07,13046725083871.584,2.2994276193560733e-07,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,6.508312722492474e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.052763819095478e-07,transient,-0.0,0.0,0.0,16011986796618.3,1.8735963488513458e-07,16011986796618.3,1.8735963488513458e-07,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,5.8748469426112925e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.0904522613065327e-07,transient,-0.0,0.0,0.0,19651193036149.42,1.5266248692796103e-07,19651193036149.42,1.5266248692796103e-07,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,5.3030376095018707e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.128140703517588e-07,transient,-0.0,0.0,0.0,24117517575318.36,1.2439091173588164e-07,24117517575318.36,1.2439091173588164e-07,0.0,300.0,103548.67500000006,2.5000000000000014e+25,0.0,inf,4.786883590325157e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.1658291457286435e-07,transient,-0.0,0.0,0.0,29598947288239.188,1.0135495599845259e-07,29598947288239.188,1.0135495599845259e-07,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,4.320967854612957e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.203517587939699e-07,transient,-0.0,0.0,0.0,36326194360873.336,8.258503409956087e-08,36326194360873.336,8.258503409956087e-08,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,3.900400621223555e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.241206030150754e-07,transient,-0.0,0.0,0.0,44582406616191.34,6.72911183513917e-08,44582406616191.34,6.72911183513917e-08,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,3.5207680445425466e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.278894472361809e-07,transient,-0.0,0.0,0.0,54715084874257.33,5.4829486363667465e-08,54715084874257.33,5.4829486363667465e-08,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,3.178085884975707e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.3165829145728645e-07,transient,-0.0,0.0,0.0,67150708601968.05,4.4675626846804065e-08,67150708601968.05,4.4675626846804065e-08,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,2.868757697132068e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.35427135678392e-07,transient,-0.0,0.0,0.0,82412685495750.5,3.640216287035922e-08,82412685495750.5,3.640216287035922e-08,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,2.589537084824879e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.391959798994975e-07,transient,-0.0,0.0,0.0,101143380133821.39,2.966086357832556e-08,101143380133821.39,2.966086357832556e-08,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,2.3374936320447943e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.4296482412060306e-07,transient,-0.0,0.0,0.0,124131148940930.9,2.416798704914575e-08,124131148940930.9,2.416798704914575e-08,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,2.1099821461691654e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.4673366834170855e-07,transient,-0.0,0.0,0.0,152343518791833.28,1.96923375788588e-08,152343518791833.28,1.96923375788588e-08,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,1.904614896661704e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.505025125628141e-07,transient,-0.0,0.0,0.0,186967905111354.16,1.604553465052338e-08,186967905111354.16,1.604553465052338e-08,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,1.7192365564944127e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.542713567839196e-07,transient,-0.0,0.0,0.0,229461582459504.6,1.3074083983228176e-08,229461582459504.6,1.3074083983228176e-08,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,1.5519015822306276e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.5804020100502517e-07,transient,-0.0,0.0,0.0,281613009332242.1,1.0652916948380935e-08,281613009332242.1,1.0652916948380935e-08,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,1.4008537960724841e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.6180904522613065e-07,transient,-0.0,0.0,0.0,345617087250165.9,8.68012639036139e-09,345617087250165.9,8.68012639036139e-09,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,1.2645079531215327e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
