pressure_Torr,series_id,quantity_id,symbol,value,unit,source_figure,source_panel,digitization_method,note
6.00,1D_fluid,average_atomic_excited_state_density,O(1D),7.800000e+16,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
6.00,0D_LoKI,average_atomic_excited_state_density,O(1S),2.000000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
6.00,1D_fluid,average_atomic_excited_state_density,O(1S),1.800000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,0D_LoKI,average_atomic_excited_state_density,O(3P),1.100000e+22,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,1D_fluid,average_atomic_excited_state_density,O(3P),9.700000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,0D_LoKI,average_atomic_excited_state_density,O(1D),8.700000e+16,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,1D_fluid,average_atomic_excited_state_density,O(1D),7.200000e+16,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,0D_LoKI,average_atomic_excited_state_density,O(1S),1.850000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,1D_fluid,average_atomic_excited_state_density,O(1S),1.700000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,0D_LoKI,average_atomic_excited_state_density,O(3P),1.110000e+22,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,1D_fluid,average_atomic_excited_state_density,O(3P),9.600000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,0D_LoKI,average_atomic_excited_state_density,O(1D),8.500000e+16,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,1D_fluid,average_atomic_excited_state_density,O(1D),7.000000e+16,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,0D_LoKI,average_atomic_excited_state_density,O(1S),1.750000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,1D_fluid,average_atomic_excited_state_density,O(1S),1.600000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,0D_LoKI,average_atomic_excited_state_density,O(3P),1.120000e+22,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,1D_fluid,average_atomic_excited_state_density,O(3P),9.400000e+21,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,0D_LoKI,average_atomic_excited_state_density,O(1D),8.000000e+16,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,1D_fluid,average_atomic_excited_state_density,O(1D),6.700000e+16,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,0D_LoKI,average_atomic_excited_state_density,O(1S),1.600000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,1D_fluid,average_atomic_excited_state_density,O(1S),1.450000e+15,m^-3,8,8,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
