pressure_Torr,series_id,quantity_id,symbol,value,unit,source_figure,source_panel,digitization_method,note
4.00,1D_fluid,average_molecular_state_density,O2(a),6.500000e+21,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
4.00,0D_LoKI,average_molecular_state_density,O2(b),2.200000e+20,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
4.00,1D_fluid,average_molecular_state_density,O2(b),1.700000e+20,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
6.00,0D_LoKI,average_molecular_state_density,O2(X),9.500000e+22,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
6.00,1D_fluid,average_molecular_state_density,O2(X),9.000000e+22,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
6.00,0D_LoKI,average_molecular_state_density,O2(a),1.100000e+22,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
6.00,1D_fluid,average_molecular_state_density,O2(a),8.000000e+21,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
6.00,0D_LoKI,average_molecular_state_density,O2(b),2.400000e+20,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
6.00,1D_fluid,average_molecular_state_density,O2(b),1.600000e+20,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,0D_LoKI,average_molecular_state_density,O2(X),1.150000e+23,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,1D_fluid,average_molecular_state_density,O2(X),1.180000e+23,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,0D_LoKI,average_molecular_state_density,O2(a),1.220000e+22,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,1D_fluid,average_molecular_state_density,O2(a),8.800000e+21,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,0D_LoKI,average_molecular_state_density,O2(b),2.400000e+20,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,1D_fluid,average_molecular_state_density,O2(b),1.500000e+20,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,0D_LoKI,average_molecular_state_density,O2(X),1.200000e+23,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,1D_fluid,average_molecular_state_density,O2(X),1.300000e+23,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,0D_LoKI,average_molecular_state_density,O2(a),1.280000e+22,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,1D_fluid,average_molecular_state_density,O2(a),9.000000e+21,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,0D_LoKI,average_molecular_state_density,O2(b),2.400000e+20,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,1D_fluid,average_molecular_state_density,O2(b),1.450000e+20,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,0D_LoKI,average_molecular_state_density,O2(X),1.500000e+23,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,1D_fluid,average_molecular_state_density,O2(X),1.550000e+23,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,0D_LoKI,average_molecular_state_density,O2(a),1.400000e+22,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,1D_fluid,average_molecular_state_density,O2(a),1.000000e+22,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,0D_LoKI,average_molecular_state_density,O2(b),2.300000e+20,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,1D_fluid,average_molecular_state_density,O2(b),1.350000e+20,m^-3,9a,9a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
