pressure_Torr,series_id,quantity_id,symbol,value,unit,source_figure,source_panel,digitization_method,note
7.50,1D_fluid,average_electron_density,ne,6.200000e+15,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,0D_LoKI,average_negative_ion_density,O_minus,5.800000e+15,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,1D_fluid,average_negative_ion_density,O_minus,7.000000e+15,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,0D_LoKI,average_positive_ion_density,O2_plus,1.240000e+16,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
7.50,1D_fluid,average_positive_ion_density,O2_plus,1.350000e+16,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,0D_LoKI,average_electron_density,ne,6.400000e+15,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,1D_fluid,average_electron_density,ne,6.220000e+15,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,0D_LoKI,average_negative_ion_density,O_minus,5.900000e+15,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,1D_fluid,average_negative_ion_density,O_minus,7.200000e+15,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,0D_LoKI,average_positive_ion_density,O2_plus,1.260000e+16,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
8.00,1D_fluid,average_positive_ion_density,O2_plus,1.376000e+16,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,0D_LoKI,average_electron_density,ne,6.600000e+15,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,1D_fluid,average_electron_density,ne,6.300000e+15,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,0D_LoKI,average_negative_ion_density,O_minus,6.500000e+15,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,1D_fluid,average_negative_ion_density,O_minus,8.000000e+15,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,0D_LoKI,average_positive_ion_density,O2_plus,1.330000e+16,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.00,1D_fluid,average_positive_ion_density,O2_plus,1.480000e+16,m^-3,7a,7a,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
