t,Ar,Ar+,e,T_e,T_n,p,P
1.2657570073453308e-05,1.6917601759748217e+21,2.8557698742685948e+16,2.8557698742685948e+16,1.380587409989463,342.5,8.00000000000003,500.0
1.6452310577978596e-05,1.6917520694707094e+21,3.666420285479078e+16,3.666420285479078e+16,1.3325376448790056,342.5,8.000000000000028,500.0
2.0247051082503883e-05,1.6917440910449823e+21,4.464262858129296e+16,4.464262858129296e+16,1.2969700242549025,342.5,8.000000000000027,500.0
2.404179158702917e-05,1.69173622245442e+21,5.251121914266784e+16,5.251121914266784e+16,1.2689769622583693,342.5,8.000000000000023,500.0
2.7836532091554457e-05,1.6917284517849813e+21,6.028188858097812e+16,6.028188858097812e+16,1.24600227272089,342.5,8.000000000000021,500.0
3.572846767681928e-05,1.6917125739325977e+21,7.615974096258429e+16,7.615974096258429e+16,1.2088712537813884,342.5,8.000000000000012,500.0
4.3620403262084105e-05,1.6916970264332321e+21,9.170724032771675e+16,9.170724032771675e+16,1.180741175605282,342.5,8.000000000000009,500.0
5.1512338847348927e-05,1.691681769559605e+21,1.0696411395507086e+17,1.0696411395507086e+17,1.1583848639586505,342.5,8.00000000000001,500.0
5.940427443261375e-05,1.6916667766326808e+21,1.2195704088040467e+17,1.2195704088040467e+17,1.1399498348284829,342.5,8.000000000000016,500.0
7.59365870033219e-05,1.6916361255182703e+21,1.526081552862588e+17,1.526081552862588e+17,1.1095285286519219,342.5,7.999999999999994,500.0
9.246889957403005e-05,1.69160641029629e+21,1.823233772610883e+17,1.823233772610883e+17,1.086587925198118,342.5,7.999999999999967,500.0
0.0001090012121447382,1.691577543893749e+21,2.111897797998101e+17,2.111897797998101e+17,1.0682239978128687,342.5,7.999999999999957,500.0
0.00012553352471544635,1.6915494516500789e+21,2.3928202346955866e+17,2.3928202346955866e+17,1.0530057886621214,342.5,7.999999999999956,500.0
0.0001420658372861545,1.691522072718419e+21,2.666609551294588e+17,2.666609551294588e+17,1.0401560983646527,342.5,7.999999999999955,500.0
0.00019107543485934316,1.6914447538116462e+21,3.439798619103479e+17,3.439798619103479e+17,1.0109965662407823,342.5,7.999999999999993,500.0
0.0001997988628266807,1.691431524378151e+21,3.572092954053041e+17,3.572092954053041e+17,1.0067827264605722,342.5,7.999999999999992,500.0
0.00019997435011616922,1.6914312595452393e+21,3.574741283172149e+17,3.574741283172149e+17,1.0068483445268244,342.5,7.999999999999993,506.7330032540539
0.0002000862774225032,1.6914310737852068e+21,3.5765988834991405e+17,3.5765988834991405e+17,1.0220527876711933,342.5,7.999999999999994,1500.0
0.0002001601150132654,1.6914309278592902e+21,3.578058142664075e+17,3.578058142664075e+17,1.0397119258700005,342.5,7.999999999999994,1500.0
0.00020023395260402763,1.691430752351639e+21,3.579813219170944e+17,3.579813219170944e+17,1.0572811806055882,342.5,7.999999999999992,1500.0
0.00020030779019478986,1.6914305440681943e+21,3.581896053620075e+17,3.581896053620075e+17,1.0722523055953934,342.5,7.999999999999993,1500.0
0.00020038162778555208,1.6914303051956426e+21,3.584284779137495e+17,3.584284779137495e+17,1.0845443521592655,342.5,7.999999999999993,1500.0
0.00020065545306997305,1.691429220692998e+21,3.595129805585372e+17,3.595129805585372e+17,1.1165023698067282,342.5,7.999999999999993,1500.0
0.00020092927835439403,1.6914278977769424e+21,3.608358966137295e+17,3.608358966137295e+17,1.1314030995369195,342.5,7.999999999999992,1500.0
0.000201203103638815,1.6914264445258962e+21,3.622891476601115e+17,3.622891476601115e+17,1.1372990535755132,342.5,7.999999999999993,1500.0
0.00020153440754842945,1.691424606977335e+21,3.6412669622141325e+17,3.6412669622141325e+17,1.139031654692696,342.5,7.999999999999993,1500.0
0.0002018657114580439,1.6914227457447926e+21,3.65987928764062e+17,3.65987928764062e+17,1.139138434861046,342.5,7.999999999999994,1500.0
0.00020219701536765833,1.6914208812744725e+21,3.6785239908384045e+17,3.6785239908384045e+17,1.13894338721575,342.5,7.999999999999993,1500.0
0.00020252831927727277,1.6914190144962508e+21,3.697191773051676e+17,3.697191773051676e+17,1.1384969613638252,342.5,7.99999999999999,1500.0
0.0002041137252113828,1.6914100839359012e+21,3.78649737655118e+17,3.78649737655118e+17,1.1354208022396708,342.5,7.999999999999993,1500.0
0.00020569913114549282,1.6914011761189477e+21,3.8755755460857043e+17,3.8755755460857043e+17,1.1320199988336792,342.5,7.999999999999993,1500.0
0.00020728453707960284,1.6913922996852113e+21,3.964339883451063e+17,3.964339883451063e+17,1.1289026262061588,342.5,7.999999999999993,1500.0
0.00021748251352871122,1.6913362272111055e+21,4.525064624504768e+17,4.525064624504768e+17,1.1111724782409456,342.5,7.99999999999999,1500.0
0.0002276804899778196,1.6912811798401935e+21,5.075538333622253e+17,5.075538333622253e+17,1.0962217289513931,342.5,7.999999999999989,1500.0
0.0002500662443653688,1.6911632298324617e+21,6.255038410943057e+17,6.255038410943057e+17,1.0697815561542154,342.5,7.99999999999999,1500.0
0.000272451998752918,1.6910493339803643e+21,7.393996931927977e+17,7.393996931927977e+17,1.0494883865921516,342.5,7.9999999999999964,1500.0
0.0002948377531404672,1.6909392443710927e+21,8.494893024655502e+17,8.494893024655502e+17,1.033063334704233,342.5,8.000000000000002,1500.0
0.00033762742968873653,1.6907385572178922e+21,1.050176455668143e+18,1.050176455668143e+18,1.0090235735586914,342.5,8.000000000000012,1500.0
0.0003804171062370059,1.6905493504369164e+21,1.2393832366446308e+18,1.2393832366446308e+18,0.990882819356218,342.5,8.000000000000016,1500.0
0.0004232067827852752,1.6903703690386006e+21,1.4183646349612908e+18,1.4183646349612908e+18,0.9764842931509857,342.5,8.00000000000002,1500.0
0.00046599645933354455,1.690200674559157e+21,1.5880591144053678e+18,1.5880591144053678e+18,0.9646828562986699,342.5,8.000000000000021,1500.0
0.0005529359245269143,1.6898818202853937e+21,1.9069133881763889e+18,1.9069133881763889e+18,0.9460919140296246,342.5,8.000000000000057,1500.0
0.0006398753897202841,1.6895935387548307e+21,2.195194918763204e+18,2.195194918763204e+18,0.932250916990685,342.5,8.00000000000017,1500.0
0.0007268148549136539,1.6893319629482982e+21,2.4567707253233884e+18,2.4567707253233884e+18,0.9213039987011618,342.5,8.000000000000302,1500.0
0.0008137543201070237,1.689094020270378e+21,2.694713403256346e+18,2.694713403256346e+18,0.9123314800665471,342.5,8.00000000000036,1500.0
0.0009872935535205117,1.6886806743750138e+21,3.1080592986076303e+18,3.1080592986076303e+18,0.8988228316880885,342.5,8.0000000000003,1500.0
0.0011608327869339998,1.6883361242493475e+21,3.452609424313339e+18,3.452609424313339e+18,0.8894902292106938,342.5,8.000000000000487,1500.0
0.001334372020347488,1.6880473355110924e+21,3.741398162599913e+18,3.741398162599913e+18,0.8818723176719305,342.5,8.000000000000636,1500.0
0.001507911253760976,1.687804676729507e+21,3.984056944167071e+18,3.984056944167071e+18,0.8761607549515228,342.5,8.000000000000549,1500.0
0.0017773015146045601,1.6875026213307052e+21,4.286112342995963e+18,4.286112342995963e+18,0.8696593473262473,342.5,8.000000000000677,1500.0
0.0020466917754481443,1.6872710094793668e+21,4.517724194394166e+18,4.517724194394166e+18,0.8649813113822904,342.5,8.00000000000096,1500.0
0.0021813869058699364,1.687175684418626e+21,4.613049255138999e+18,4.613049255138999e+18,0.8630966846348737,342.5,8.00000000000098,1500.0
0.0021982237971726604,1.6871646293292317e+21,4.624104344530302e+18,4.624104344530302e+18,0.8628835747388557,342.5,8.000000000000965,1500.0
0.0021992965377532836,1.6871639318718115e+21,4.624801801950255e+18,4.624801801950255e+18,0.8628703735931378,342.5,8.000000000000963,1500.0
0.0022001571692043804,1.687163673483271e+21,4.625060190490857e+18,4.625060190490857e+18,0.8502213401559827,342.5,8.000000000000965,0.0
0.0022007610540907226,1.6871638792329793e+21,4.624854440782034e+18,4.624854440782034e+18,0.8351024107049482,342.5,8.000000000000963,0.0
0.002201364938977065,1.6871644610833676e+21,4.624272590393906e+18,4.624272590393906e+18,0.8205213656570413,342.5,8.000000000000963,0.0
0.002201968823863407,1.687165354878921e+21,4.623378794839892e+18,4.623378794839892e+18,0.8083897747119834,342.5,8.00000000000096,0.0
0.0022025727087497493,1.687166461875483e+21,4.622271798277649e+18,4.622271798277649e+18,0.7983247136225357,342.5,8.00000000000096,0.0
0.0022039580270058166,1.687169422985147e+21,4.619310688613664e+18,4.619310688613664e+18,0.7785666305052962,342.5,8.00000000000096,0.0
0.002205343345261884,1.6871728536857312e+21,4.615879988028776e+18,4.615879988028776e+18,0.7627180194325054,342.5,8.000000000000956,0.0
0.0022067286635179513,1.6871765883069538e+21,4.612145366805736e+18,4.612145366805736e+18,0.7494718227450892,342.5,8.000000000000954,0.0
0.0022087831158776024,1.687182481062058e+21,4.606252611701039e+18,4.606252611701039e+18,0.7331498488265873,342.5,8.00000000000095,0.0
0.0022108375682372535,1.6871886077318167e+21,4.600125941941724e+18,4.600125941941724e+18,0.7193803232610364,342.5,8.000000000000949,0.0
0.0022128920205969045,1.6871948684602898e+21,4.5938652134687903e+18,4.5938652134687903e+18,0.7073907343724436,342.5,8.000000000000949,0.0
0.0022149464729565556,1.6872012133312016e+21,4.587520342556272e+18,4.587520342556272e+18,0.6967588462300552,342.5,8.000000000000945,0.0
0.002219242174920109,1.6872146065763735e+21,4.57412709738364e+18,4.57412709738364e+18,0.6775274598303972,342.5,8.000000000000943,0.0
0.0022235378768836623,1.6872280746716506e+21,4.5606590021055585e+18,4.5606590021055585e+18,0.6614293130920537,342.5,8.000000000000938,0.0
0.0022278335788472156,1.6872415207283784e+21,4.5472129453768945e+18,4.5472129453768945e+18,0.6474565589253899,342.5,8.000000000000934,0.0
0.002235793355559207,1.687266246520166e+21,4.522487153587983e+18,4.522487153587983e+18,0.6255156507367863,342.5,8.000000000000927,0.0
0.002243753132271198,1.687290565482125e+21,4.4981681916279685e+18,4.4981681916279685e+18,0.6065728361817088,342.5,8.000000000000922,0.0
0.0022517129089831894,1.6873144240452946e+21,4.474309628456825e+18,4.474309628456825e+18,0.5895242423794597,342.5,8.000000000000915,0.0
0.0022596726856951807,1.687337822972748e+21,4.450910701002295e+18,4.450910701002295e+18,0.5739275850882946,342.5,8.00000000000091,0.0
0.0022746255902034882,1.6873805748111753e+21,4.4081588625726715e+18,4.4081588625726715e+18,0.5474422110861228,342.5,8.000000000000899,0.0
0.002289578494711796,1.6874217981129067e+21,4.366935560837793e+18,4.366935560837793e+18,0.5238947089288111,342.5,8.000000000000883,0.0
0.0023045313992201034,1.687461568536385e+21,4.327165137356995e+18,4.327165137356995e+18,0.5025305633625117,342.5,8.00000000000087,0.0
0.0023288765681194015,1.6875234147568475e+21,4.2653189168897423e+18,4.2653189168897423e+18,0.47144688999338813,342.5,8.000000000000849,0.0
0.0023532217370186995,1.6875819545595116e+21,4.2067791142211625e+18,4.2067791142211625e+18,0.4438180542869538,342.5,8.000000000000828,0.0
0.0023775669059179975,1.6876374880310594e+21,4.151245642669596e+18,4.151245642669596e+18,0.4189782322948506,342.5,8.000000000000808,0.0
0.0024019120748172956,1.68769027648634e+21,4.0984571873854986e+18,4.0984571873854986e+18,0.39656311416493545,342.5,8.000000000000792,0.0
0.0024393997934214393,1.6877667014387038e+21,4.022032235016204e+18,4.022032235016204e+18,0.36612650111154904,342.5,8.000000000000766,0.0
0.002476887512025583,1.6878378771581976e+21,3.950856515516956e+18,3.950856515516956e+18,0.33976520368012103,342.5,8.00000000000074,0.0
0.002514375230629727,1.6879044158331148e+21,3.8843178405938074e+18,3.8843178405938074e+18,0.31670371768733063,342.5,8.000000000000712,0.0
0.0025518629492338706,1.6879668282214795e+21,3.8219054522237343e+18,3.8219054522237343e+18,0.2963613611329296,342.5,8.000000000000687,0.0
0.0026,1.688041618384106e+21,3.7471152895903887e+18,3.7471152895903887e+18,0.2735268636517703,342.5,8.000000000000655,0.0
