pressure_Torr,radius_mm,series_id,quantity_id,symbol,value,unit,source_figure,source_panel,digitization_method,note
10.0,8.0,0D_LoKI,ozone_reactant_profile,O3(r),8.2e18,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,9.0,0D_LoKI,ozone_reactant_profile,O3(r),8.2e18,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,10.0,0D_LoKI,ozone_reactant_profile,O3(r),8.2e18,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,0.0,1D_fluid,ozone_reactant_profile,O3(r),3.0e18,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,1.0,1D_fluid,ozone_reactant_profile,O3(r),3.0e18,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,2.0,1D_fluid,ozone_reactant_profile,O3(r),3.1e18,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,3.0,1D_fluid,ozone_reactant_profile,O3(r),3.4e18,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,4.0,1D_fluid,ozone_reactant_profile,O3(r),4.5e18,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,5.0,1D_fluid,ozone_reactant_profile,O3(r),6.5e18,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,6.0,1D_fluid,ozone_reactant_profile,O3(r),1.1e19,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,7.0,1D_fluid,ozone_reactant_profile,O3(r),2.0e19,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,8.0,1D_fluid,ozone_reactant_profile,O3(r),4.2e19,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,9.0,1D_fluid,ozone_reactant_profile,O3(r),8.2e19,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,10.0,1D_fluid,ozone_reactant_profile,O3(r),1.4e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,0.0,0D_LoKI,ozone_reactant_profile,O2(b)(r),2.35e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,1.0,0D_LoKI,ozone_reactant_profile,O2(b)(r),2.35e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,2.0,0D_LoKI,ozone_reactant_profile,O2(b)(r),2.35e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,3.0,0D_LoKI,ozone_reactant_profile,O2(b)(r),2.35e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,4.0,0D_LoKI,ozone_reactant_profile,O2(b)(r),2.35e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,5.0,0D_LoKI,ozone_reactant_profile,O2(b)(r),2.35e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,6.0,0D_LoKI,ozone_reactant_profile,O2(b)(r),2.35e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,7.0,0D_LoKI,ozone_reactant_profile,O2(b)(r),2.35e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,8.0,0D_LoKI,ozone_reactant_profile,O2(b)(r),2.35e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,9.0,0D_LoKI,ozone_reactant_profile,O2(b)(r),2.35e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,10.0,0D_LoKI,ozone_reactant_profile,O2(b)(r),2.35e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,0.0,1D_fluid,ozone_reactant_profile,O2(b)(r),2.30e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,1.0,1D_fluid,ozone_reactant_profile,O2(b)(r),2.30e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,2.0,1D_fluid,ozone_reactant_profile,O2(b)(r),2.30e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,3.0,1D_fluid,ozone_reactant_profile,O2(b)(r),2.28e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,4.0,1D_fluid,ozone_reactant_profile,O2(b)(r),2.25e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,5.0,1D_fluid,ozone_reactant_profile,O2(b)(r),2.20e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,6.0,1D_fluid,ozone_reactant_profile,O2(b)(r),1.90e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,7.0,1D_fluid,ozone_reactant_profile,O2(b)(r),1.50e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,8.0,1D_fluid,ozone_reactant_profile,O2(b)(r),1.00e20,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,9.0,1D_fluid,ozone_reactant_profile,O2(b)(r),4.50e19,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,10.0,1D_fluid,ozone_reactant_profile,O2(b)(r),6.0e18,m^-3,10,b,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
