pressure_Torr,radius_mm,series_id,quantity_id,symbol,value,unit,source_figure,source_panel,digitization_method,note
10.0,1.0,0D_LoKI,electron_density_profile,ne(r),1.48e16,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,2.0,0D_LoKI,electron_density_profile,ne(r),1.42e16,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,3.0,0D_LoKI,electron_density_profile,ne(r),1.32e16,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,4.0,0D_LoKI,electron_density_profile,ne(r),1.20e16,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,5.0,0D_LoKI,electron_density_profile,ne(r),1.02e16,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,6.0,0D_LoKI,electron_density_profile,ne(r),8.0e15,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,7.0,0D_LoKI,electron_density_profile,ne(r),5.8e15,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,8.0,0D_LoKI,electron_density_profile,ne(r),3.4e15,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,9.0,0D_LoKI,electron_density_profile,ne(r),1.6e15,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,10.0,0D_LoKI,electron_density_profile,ne(r),0.0,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,0.0,1D_fluid,electron_density_profile,ne(r),1.74e16,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,1.0,1D_fluid,electron_density_profile,ne(r),1.70e16,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,2.0,1D_fluid,electron_density_profile,ne(r),1.60e16,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,3.0,1D_fluid,electron_density_profile,ne(r),1.40e16,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,4.0,1D_fluid,electron_density_profile,ne(r),1.18e16,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,5.0,1D_fluid,electron_density_profile,ne(r),9.5e15,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,6.0,1D_fluid,electron_density_profile,ne(r),7.2e15,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,7.0,1D_fluid,electron_density_profile,ne(r),5.0e15,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,8.0,1D_fluid,electron_density_profile,ne(r),2.4e15,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,9.0,1D_fluid,electron_density_profile,ne(r),6.0e14,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,10.0,1D_fluid,electron_density_profile,ne(r),0.0,m^-3,3,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
