pressure_Torr,radius_mm,series_id,quantity_id,symbol,value,unit,source_figure,source_panel,digitization_method,note
10.0,5.0,0D_LoKI,reduced_electric_field_profile,E_over_N(r),47.0,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,6.0,0D_LoKI,reduced_electric_field_profile,E_over_N(r),44.0,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,7.0,0D_LoKI,reduced_electric_field_profile,E_over_N(r),40.5,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,8.0,0D_LoKI,reduced_electric_field_profile,E_over_N(r),36.5,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,9.0,0D_LoKI,reduced_electric_field_profile,E_over_N(r),32.0,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,10.0,0D_LoKI,reduced_electric_field_profile,E_over_N(r),26.5,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,0.0,1D_fluid,reduced_electric_field_profile,E_over_N(r),51.0,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,1.0,1D_fluid,reduced_electric_field_profile,E_over_N(r),50.8,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,2.0,1D_fluid,reduced_electric_field_profile,E_over_N(r),50.2,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,3.0,1D_fluid,reduced_electric_field_profile,E_over_N(r),48.5,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,4.0,1D_fluid,reduced_electric_field_profile,E_over_N(r),46.5,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,5.0,1D_fluid,reduced_electric_field_profile,E_over_N(r),44.5,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,6.0,1D_fluid,reduced_electric_field_profile,E_over_N(r),41.2,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,7.0,1D_fluid,reduced_electric_field_profile,E_over_N(r),38.0,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,8.0,1D_fluid,reduced_electric_field_profile,E_over_N(r),34.8,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,9.0,1D_fluid,reduced_electric_field_profile,E_over_N(r),30.8,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
10.0,10.0,1D_fluid,reduced_electric_field_profile,E_over_N(r),26.8,Td,2,10Torr,manual_visual_estimate_curve_sample,Approximate digitization from extracted PDF figure image.
